"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"23.05.2025","41.932,27","42.768,90","42.836,00","41.310,50","847,33M","-1,83%"
"22.05.2025","42.712,54","42.821,81","42.830,57","42.513,96","619,70M","-0,69%"
"21.05.2025","43.010,46","42.962,61","43.081,04","42.747,69","620,57M","0,09%"
"20.05.2025","42.972,57","42.771,41","42.972,60","42.592,26","600,98M","0,89%"
"19.05.2025","42.592,15","42.426,67","42.592,15","42.236,81","598,39M","-1,16%"
"16.05.2025","43.090,11","42.970,82","43.147,76","42.902,79","747,28M","0,58%"
"15.05.2025","42.839,86","42.615,66","42.839,86","42.490,15","697,04M","0,15%"
"14.05.2025","42.775,16","42.519,33","42.775,16","42.395,41","663,05M","0,65%"
"13.05.2025","42.498,02","42.318,97","42.513,11","42.290,79","685,24M","0,41%"
"12.05.2025","42.323,03","42.347,59","42.605,78","42.030,90","950,14M","1,35%"
"09.05.2025","41.759,14","41.567,68","41.873,52","41.515,57","826,78M","1,03%"
"08.05.2025","41.334,90","40.835,16","41.345,75","40.795,07","1,03B","1,63%"
"07.05.2025","40.672,13","40.881,40","41.039,85","40.616,13","516,98M","-0,61%"
"06.05.2025","40.922,85","40.942,31","40.990,15","40.435,36","646,66M","0,21%"
"05.05.2025","40.836,34","40.658,89","40.861,98","40.515,62","398,04M","0,40%"
"02.05.2025","40.673,36","40.371,93","40.687,90","40.228,01","594,24M","1,91%"
"30.04.2025","39.909,61","40.316,97","40.418,72","39.424,63","736,10M","-0,63%"
"29.04.2025","40.160,81","39.902,09","40.180,71","39.863,53","600,35M","1,10%"
"28.04.2025","39.723,02","39.796,61","39.972,15","39.689,31","496,06M","0,37%"
"25.04.2025","39.577,84","39.280,33","39.595,09","39.102,58","540,86M","1,43%"
"24.04.2025","39.021,07","38.620,07","39.066,31","38.580,52","618,26M","0,95%"
"23.04.2025","38.655,06","38.547,54","38.724,97","38.412,85","719,37M","1,44%"
"22.04.2025","38.106,40","37.895,34","38.106,40","37.648,04","611,70M","-0,08%"
"17.04.2025","38.135,93","38.208,22","38.288,51","37.961,58","507,18M","-0,26%"
"16.04.2025","38.234,70","37.725,95","38.234,70","37.484,19","719,56M","0,58%"
"15.04.2025","38.014,42","37.334,43","38.059,06","37.334,43","698,41M","2,33%"
"14.04.2025","37.147,94","36.767,03","37.253,44","36.697,26","732,35M","2,85%"
"11.04.2025","36.120,05","36.727,06","36.775,02","35.661,93","545,85M","-0,71%"
"10.04.2025","36.377,50","34.913,21","37.553,14","34.883,27","1,05B","4,63%"
"09.04.2025","34.769,23","34.675,25","35.197,24","34.238,54","818,59M","-2,75%"
"08.04.2025","35.751,58","35.422,66","36.159,26","34.727,45","962,80M","2,50%"
"07.04.2025","34.878,77","36.220,67","36.427,67","33.905,52","1,50B","-5,00%"
"04.04.2025","36.716,28","38.808,17","38.839,83","36.143,67","1,60B","-6,44%"
"03.04.2025","39.245,26","39.839,76","40.146,38","39.194,57","1,00B","-3,51%"
"02.04.2025","40.672,01","40.649,55","40.771,37","40.236,38","630,20M","-0,25%"
"01.04.2025","40.774,11","40.471,13","40.839,90","40.382,30","765,82M","1,26%"
"31.03.2025","40.267,08","40.675,57","40.675,57","40.083,45","854,38M","-1,76%"
"28.03.2025","40.986,95","41.289,64","41.347,35","40.887,60","858,16M","-0,90%"
"27.03.2025","41.357,65","40.960,13","41.452,28","40.690,21","1,20B","0,07%"
"26.03.2025","41.327,40","41.839,39","41.881,08","41.307,02","695,71M","-0,79%"
"25.03.2025","41.657,55","41.351,58","41.772,62","41.341,44","720,07M","1,03%"
"24.03.2025","41.233,22","41.532,22","41.633,01","41.141,00","811,95M","-0,16%"
"21.03.2025","41.297,51","41.255,45","41.499,31","41.127,60","910,84M","-0,41%"
"20.03.2025","41.466,12","42.064,37","42.108,68","41.206,74","636,65M","-1,28%"
"19.03.2025","42.003,70","41.712,52","42.040,40","41.672,06","513,18M","0,43%"
"18.03.2025","41.824,82","41.477,99","41.873,85","41.460,77","866,88M","1,24%"
"17.03.2025","41.314,22","40.979,31","41.348,86","40.881,90","633,76M","0,94%"
"14.03.2025","40.930,38","40.214,77","40.934,41","40.051,06","1,06B","1,71%"
"13.03.2025","40.243,93","40.342,45","40.626,70","40.103,96","638,70M","-0,74%"
"12.03.2025","40.543,15","40.230,00","40.612,68","40.190,87","469,64M","1,59%"
"11.03.2025","39.910,01","40.565,77","40.598,40","39.747,72","614,14M","-1,33%"
"10.03.2025","40.446,84","41.066,59","41.129,62","40.344,34","597,20M","-0,95%"
"07.03.2025","40.834,15","40.810,63","41.021,86","40.546,51","650,90M","-0,46%"
"06.03.2025","41.024,59","41.063,66","41.184,88","40.589,61","758,62M","0,65%"
"05.03.2025","40.759,16","40.482,82","40.998,45","40.385,39","718,18M","2,04%"
"04.03.2025","39.944,90","40.984,48","41.076,55","39.770,35","875,44M","-3,38%"
"03.03.2025","41.343,59","40.927,32","41.529,49","40.673,93","577,70M","1,04%"
"28.02.2025","40.918,67","40.692,06","40.952,33","40.591,93","714,30M","0,03%"
"27.02.2025","40.904,66","41.326,94","41.326,94","40.658,36","613,06M","-1,48%"
"26.02.2025","41.517,46","41.112,05","41.551,35","41.112,05","748,10M","1,28%"
"25.02.2025","40.991,82","40.601,60","41.202,71","40.600,61","594,67M","0,58%"
"24.02.2025","40.754,41","40.730,53","40.890,13","40.444,78","675,15M","0,10%"
"21.02.2025","40.713,99","40.681,94","40.793,15","40.581,91","520,78M","0,49%"
"20.02.2025","40.516,93","40.691,00","40.830,65","40.451,69","532,72M","-0,29%"
"19.02.2025","40.633,82","40.974,57","41.198,27","40.611,42","1,00B","-0,54%"
"18.02.2025","40.855,37","40.766,77","40.880,39","40.715,98","767,18M","0,56%"
"17.02.2025","40.627,15","40.298,81","40.716,27","40.298,81","884,94M","0,88%"
"14.02.2025","40.272,44","40.175,83","40.460,72","40.148,81","1,45B","0,17%"
"13.02.2025","40.202,25","40.043,71","40.202,25","39.834,79","1,28B","1,02%"
"12.02.2025","39.797,91","40.012,10","40.073,40","39.793,07","842,23M","-0,14%"
"11.02.2025","39.854,71","39.570,39","39.856,24","39.403,47","786,29M","0,89%"
"10.02.2025","39.505,04","39.380,81","39.518,99","39.331,88","1,01B","0,52%"
"07.02.2025","39.301,32","39.386,90","39.438,93","39.220,83","1,43B","-0,19%"
"06.02.2025","39.377,84","38.962,48","39.377,84","38.918,29","762,74M","1,41%"
"05.02.2025","38.832,15","38.852,18","38.852,18","38.658,98","517,07M","-0,35%"
"04.02.2025","38.967,74","38.605,48","38.967,74","38.162,49","615,06M","1,27%"
"03.02.2025","38.479,14","38.160,54","38.554,56","38.061,90","574,77M","-0,67%"
"31.01.2025","38.739,77","38.798,50","38.869,55","38.645,91","409,93M","0,18%"
"30.01.2025","38.669,76","38.694,30","38.711,54","38.534,55","588,58M","0,19%"
"29.01.2025","38.596,71","38.522,59","38.639,41","38.401,34","465,51M","0,61%"
"28.01.2025","38.363,83","38.462,64","38.716,73","38.346,27","927,17M","-0,10%"
"27.01.2025","38.401,30","38.311,20","38.547,21","38.103,13","508,77M","-0,04%"
"24.01.2025","38.418,00","38.527,79","38.696,44","38.335,00","581,49M","0,21%"
"23.01.2025","38.337,21","38.082,47","38.346,96","38.020,87","473,72M","0,66%"
"22.01.2025","38.084,28","38.312,37","38.439,90","38.051,45","607,16M","-0,49%"
"21.01.2025","38.273,20","38.278,34","38.326,69","38.130,07","432,88M","-0,17%"
"20.01.2025","38.338,47","38.446,97","38.555,18","38.292,50","713,48M","-0,33%"
"17.01.2025","38.466,57","38.113,67","38.510,25","38.107,85","546,69M","1,26%"
"16.01.2025","37.986,89","38.043,79","38.165,03","37.932,74","533,54M","0,52%"
"15.01.2025","37.788,78","37.359,70","37.840,09","37.307,78","641,66M","1,46%"
"14.01.2025","37.245,28","37.162,77","37.349,07","37.124,59","627,11M","0,85%"
"13.01.2025","36.930,26","37.120,86","37.154,39","36.753,59","405,90M","-0,84%"
"10.01.2025","37.244,02","37.556,18","37.604,60","37.244,02","573,79M","-0,67%"
"09.01.2025","37.494,68","37.147,78","37.571,41","37.038,13","406,07M","0,53%"
"08.01.2025","37.296,47","37.147,83","37.464,73","37.031,95","561,83M","0,37%"
"07.01.2025","37.157,56","36.946,32","37.161,09","36.574,76","552,14M","0,43%"
"06.01.2025","36.997,46","36.472,17","36.997,46","36.383,30","420,58M","1,83%"
"03.01.2025","36.333,80","36.590,44","36.590,44","36.267,72","370,98M","-0,71%"
"02.01.2025","36.592,64","36.559,19","36.665,45","35.991,45","404,05M","0,55%"
"30.12.2024","36.390,81","36.268,49","36.539,39","36.166,31","295,91M","0,07%"
"27.12.2024","36.365,67","36.006,72","36.365,74","35.814,88","337,58M","1,24%"
"23.12.2024","35.920,89","35.839,27","36.032,65","35.720,13","355,32M","-0,11%"
"20.12.2024","35.958,76","35.681,09","35.974,42","35.427,87","912,36M","0,00%"
"19.12.2024","35.957,18","36.216,37","36.359,31","35.881,56","1,03B","-1,78%"
"18.12.2024","36.609,40","36.524,33","36.718,79","36.409,86","622,05M","0,25%"
"17.12.2024","36.516,93","36.692,67","36.810,18","36.449,42","1,23B","-1,19%"
"16.12.2024","36.955,31","37.130,73","37.219,28","36.875,03","865,36M","-0,44%"
"13.12.2024","37.119,57","37.140,93","37.237,05","37.048,63","760,10M","0,09%"
"12.12.2024","37.087,60","37.085,59","37.200,52","37.067,61","577,87M","0,31%"
"11.12.2024","36.974,18","36.778,29","36.987,49","36.759,79","619,37M","0,61%"
"10.12.2024","36.749,82","36.758,27","36.839,06","36.610,33","474,17M","-0,06%"
"09.12.2024","36.773,02","37.168,79","37.180,09","36.769,38","476,86M","-0,50%"
"06.12.2024","36.958,47","36.858,80","37.095,10","36.858,80","527,95M","0,35%"
"05.12.2024","36.829,64","36.307,11","36.851,38","36.307,11","594,49M","1,55%"
"04.12.2024","36.268,70","36.106,95","36.445,66","36.106,95","493,19M","0,77%"
"03.12.2024","35.992,89","35.775,26","36.120,33","35.774,19","454,54M","0,99%"
"02.12.2024","35.638,39","35.413,67","35.750,88","35.268,65","464,07M","0,15%"
"29.11.2024","35.585,85","35.325,14","35.592,17","35.272,66","415,02M","0,45%"
"28.11.2024","35.427,69","35.393,11","35.526,04","35.310,66","326,26M","0,52%"
"27.11.2024","35.243,38","35.159,97","35.243,39","34.864,88","378,05M","-0,24%"
"26.11.2024","35.327,99","35.411,42","35.559,28","35.152,58","491,25M","-0,78%"
"25.11.2024","35.604,13","35.830,85","35.868,60","35.456,78","888,24M","-0,12%"
"22.11.2024","35.646,03","35.645,22","35.681,16","35.106,21","504,19M","0,59%"
"21.11.2024","35.435,98","35.408,80","35.468,09","34.997,44","460,35M","0,17%"
"20.11.2024","35.375,34","35.676,46","35.688,16","35.275,98","375,71M","-0,24%"
"19.11.2024","35.461,91","35.938,62","35.980,33","34.913,66","579,23M","-1,23%"
"18.11.2024","35.904,27","36.032,24","36.032,24","35.630,86","476,36M","-1,16%"
"15.11.2024","36.325,88","36.409,46","36.610,75","36.285,19","509,43M","-0,50%"
"14.11.2024","36.507,54","35.944,82","36.512,97","35.873,33","945,54M","1,87%"
"13.11.2024","35.836,77","35.705,42","35.996,53","35.590,21","475,55M","0,28%"
"12.11.2024","35.738,42","36.240,19","36.316,27","35.738,42","586,57M","-2,12%"
"11.11.2024","36.512,55","36.250,47","36.551,81","36.205,55","439,28M","1,51%"
"08.11.2024","35.970,37","36.146,73","36.146,73","35.744,82","530,43M","-0,46%"
"07.11.2024","36.135,77","36.191,92","36.497,03","36.073,84","573,21M","0,31%"
"06.11.2024","36.023,24","36.720,71","37.088,62","35.911,25","667,07M","-1,46%"
"05.11.2024","36.558,49","36.621,08","36.786,73","36.437,17","380,81M","-0,15%"
"04.11.2024","36.612,65","36.761,03","36.916,74","36.612,65","384,66M","-0,43%"
"01.11.2024","36.769,76","36.414,91","36.861,61","36.391,47","352,21M","1,07%"
"31.10.2024","36.379,90","36.307,29","36.569,39","36.170,77","483,73M","-0,66%"
"30.10.2024","36.619,89","36.890,50","36.899,72","36.473,98","457,46M","-1,16%"
"29.10.2024","37.048,50","37.266,63","37.382,43","37.030,14","385,86M","-0,28%"
"28.10.2024","37.150,71","37.085,60","37.165,35","36.835,49","363,43M","0,68%"
"25.10.2024","36.900,48","36.863,77","37.023,15","36.769,62","391,19M","0,18%"
"24.10.2024","36.833,53","36.908,42","37.160,03","36.833,53","418,41M","0,03%"
"23.10.2024","36.822,26","36.815,98","36.964,65","36.755,88","542,71M","-0,13%"
"22.10.2024","36.869,59","37.081,41","37.081,41","36.646,80","391,39M","-0,61%"
"21.10.2024","37.097,05","37.352,21","37.451,38","37.097,05","389,90M","-0,73%"
"18.10.2024","37.370,09","37.188,32","37.370,09","37.168,01","497,65M","0,48%"
"17.10.2024","37.191,23","36.927,56","37.303,82","36.927,56","516,95M","1,03%"
"16.10.2024","36.810,64","36.580,68","36.878,70","36.564,98","495,39M","0,20%"
"15.10.2024","36.738,45","36.889,60","37.038,03","36.700,82","532,18M","-0,25%"
"14.10.2024","36.832,15","36.564,97","36.840,74","36.479,57","441,49M","1,03%"
"11.10.2024","36.455,15","36.213,66","36.457,89","36.121,20","676,34M","0,68%"
"10.10.2024","36.209,77","36.082,18","36.236,82","36.035,22","463,34M","0,36%"
"09.10.2024","36.081,40","35.885,36","36.081,48","35.742,61","385,22M","0,58%"
"08.10.2024","35.872,04","35.783,53","36.019,14","35.631,98","371,24M","-0,23%"
"07.10.2024","35.954,25","35.864,19","35.983,39","35.572,37","426,73M","0,60%"
"04.10.2024","35.739,29","35.314,07","35.810,81","35.314,07","565,78M","1,28%"
"03.10.2024","35.286,34","35.727,30","35.785,59","35.253,91","712,28M","-1,50%"
"02.10.2024","35.822,19","35.882,46","36.123,71","35.643,20","453,38M","-0,28%"
"01.10.2024","35.922,90","36.402,08","36.417,67","35.850,16","528,00M","-1,02%"
"30.09.2024","36.293,01","36.773,64","36.795,48","36.250,10","544,72M","-1,66%"
"27.09.2024","36.904,65","36.570,54","36.916,18","36.531,84","445,94M","0,89%"
"26.09.2024","36.580,60","36.229,23","36.614,76","36.229,23","580,48M","1,69%"
"25.09.2024","35.972,54","35.889,51","36.118,32","35.835,83","366,92M","-0,10%"
"24.09.2024","36.009,61","36.012,84","36.084,66","35.890,65","404,19M","0,57%"
"23.09.2024","35.806,66","35.881,11","35.916,41","35.614,11","413,95M","-0,21%"
"20.09.2024","35.883,30","36.057,97","36.138,16","35.855,76","996,71M","-0,89%"
"19.09.2024","36.206,34","36.115,25","36.206,34","35.910,34","674,33M","1,20%"
"18.09.2024","35.776,95","35.916,90","35.973,65","35.735,17","642,93M","-0,34%"
"17.09.2024","35.899,93","35.804,51","36.056,69","35.787,59","583,60M","0,60%"
"16.09.2024","35.685,11","35.544,86","35.850,33","35.536,01","","-0,02%"
"13.09.2024","35.692,83","35.600,21","35.806,43","35.555,86","549,08M","0,40%"
"12.09.2024","35.551,71","35.633,15","35.708,55","35.268,61","815,39M","0,83%"
"11.09.2024","35.258,86","35.304,61","35.525,01","35.064,19","381,74M","-0,15%"
"10.09.2024","35.312,52","35.649,98","35.845,07","35.258,82","465,69M","-1,07%"
"09.09.2024","35.693,27","35.527,92","35.806,04","35.523,32","319,59M","0,88%"
"06.09.2024","35.381,74","35.729,79","35.963,59","35.337,03","493,42M","-1,18%"
"05.09.2024","35.803,30","35.722,24","35.977,33","35.695,49","398,36M","-0,06%"
"04.09.2024","35.823,33","35.517,62","35.939,88","35.511,38","368,11M","-0,51%"
"03.09.2024","36.007,04","36.545,51","36.608,17","35.947,60","456,42M","-1,36%"
"02.09.2024","36.503,04","36.613,79","36.638,76","36.364,39","307,43M","-0,23%"
"30.08.2024","36.587,94","36.455,00","36.649,73","36.445,49","490,01M","0,56%"
"29.08.2024","36.385,21","36.093,53","36.385,21","36.092,11","378,56M","0,88%"
"28.08.2024","36.066,45","36.011,65","36.150,71","35.995,41","329,84M","0,30%"
"27.08.2024","35.957,08","35.834,51","36.017,33","35.809,97","421,07M","0,48%"
"26.08.2024","35.784,87","35.815,94","35.884,48","35.724,20","411,12M","-0,14%"
"23.08.2024","35.835,78","35.587,23","35.877,41","35.578,86","285,59M","1,04%"
"22.08.2024","35.468,12","35.467,69","35.598,28","35.440,47","323,47M","-0,01%"
"21.08.2024","35.471,73","35.255,01","35.535,68","35.255,01","312,07M","0,72%"
"20.08.2024","35.217,45","35.496,57","35.617,03","35.212,80","348,60M","-0,56%"
"19.08.2024","35.417,11","35.196,47","35.516,40","35.196,47","501,12M","0,67%"
"16.08.2024","35.181,16","35.125,34","35.254,58","34.964,12","440,00M","2,10%"
"14.08.2024","34.457,17","34.303,67","34.473,73","34.268,80","319,63M","0,99%"
"13.08.2024","34.117,86","34.193,12","34.207,85","33.884,67","338,10M","0,24%"
"12.08.2024","34.037,54","33.998,45","34.183,43","33.919,18","268,12M","0,45%"
"09.08.2024","33.885,80","33.920,84","34.172,90","33.732,49","317,44M","0,15%"
"08.08.2024","33.835,90","33.659,46","33.878,33","33.379,56","424,48M","-0,32%"
"07.08.2024","33.943,28","33.460,53","34.030,64","33.329,70","530,58M","2,22%"
"06.08.2024","33.204,90","33.560,70","33.650,67","32.950,86","521,59M","-0,53%"
"05.08.2024","33.382,67","33.505,30","33.505,30","32.718,83","855,76M","-2,25%"
"02.08.2024","34.151,72","34.368,66","34.681,37","34.046,76","719,12M","-2,47%"
"01.08.2024","35.018,30","35.810,96","35.816,85","34.953,81","656,14M","-2,62%"
"31.07.2024","35.961,65","36.246,65","36.276,39","35.881,96","451,56M","-0,42%"
"30.07.2024","36.112,64","35.917,38","36.263,33","35.865,85","485,51M","0,76%"
"29.07.2024","35.838,93","36.249,28","36.289,15","35.778,10","329,77M","-0,54%"
"26.07.2024","36.035,27","35.929,53","36.094,45","35.881,31","376,94M","0,17%"
"25.07.2024","35.973,76","36.456,06","36.480,34","35.692,37","531,71M","-1,96%"
"24.07.2024","36.694,48","36.691,71","36.795,51","36.403,23","476,08M","-0,51%"
"23.07.2024","36.881,64","36.957,70","37.113,39","36.789,88","712,96M","0,04%"
"22.07.2024","36.865,46","36.539,48","36.965,43","36.539,48","652,04M","1,10%"
"19.07.2024","36.463,53","36.642,02","36.676,48","36.432,53","404,54M","-0,91%"
"18.07.2024","36.796,76","36.726,25","37.039,99","36.592,19","468,42M","0,44%"
"17.07.2024","36.636,26","36.599,99","36.735,98","36.424,22","366,24M","0,00%"
"16.07.2024","36.635,64","36.466,05","36.687,82","36.286,56","324,66M","0,01%"
"15.07.2024","36.630,93","36.784,97","36.829,76","36.594,45","340,84M","-0,61%"
"12.07.2024","36.855,68","36.699,77","36.904,23","36.644,78","427,63M","0,77%"
"11.07.2024","36.572,27","36.657,58","36.715,21","36.457,59","463,22M","0,10%"
"10.07.2024","36.535,50","36.210,03","36.535,61","36.081,75","562,93M","1,24%"
"09.07.2024","36.089,23","36.244,72","36.371,51","36.018,05","352,22M","-0,53%"
"08.07.2024","36.281,46","36.178,11","36.679,56","36.108,58","415,62M","0,15%"
"05.07.2024","36.225,52","36.429,27","36.560,81","36.037,39","404,66M","-0,27%"
"04.07.2024","36.325,06","36.189,08","36.345,62","36.174,60","322,40M","0,74%"
"03.07.2024","36.056,74","35.863,26","36.177,44","35.806,93","461,42M","1,11%"
"02.07.2024","35.660,91","35.738,39","35.755,46","35.428,14","439,24M","-0,67%"
"01.07.2024","35.900,24","35.933,48","36.040,74","35.718,63","444,58M","1,59%"
"28.06.2024","35.339,61","35.517,77","35.573,75","35.229,16","417,41M","-0,11%"
"27.06.2024","35.378,17","35.739,45","35.794,28","35.355,21","370,14M","-0,95%"
"26.06.2024","35.718,21","36.020,73","36.030,86","35.548,47","436,94M","-0,52%"
"25.06.2024","35.906,44","35.927,19","36.047,03","35.830,59","378,26M","-0,44%"
"24.06.2024","36.065,97","35.566,78","36.091,07","35.566,78","424,20M","1,56%"
"21.06.2024","35.511,25","35.695,31","35.766,51","35.332,00","855,16M","-1,07%"
"20.06.2024","35.896,12","35.427,06","35.928,41","35.410,99","407,24M","1,39%"
"19.06.2024","35.404,92","35.557,70","35.701,36","35.401,13","359,49M","-0,32%"
"18.06.2024","35.519,33","35.410,63","35.539,74","35.273,22","424,44M","1,23%"
"17.06.2024","35.087,69","35.086,74","35.288,52","34.757,13","411,49M","0,73%"
"14.06.2024","34.832,69","35.773,07","35.781,85","34.631,90","789,64M","-2,69%"
"13.06.2024","35.796,29","36.537,46","36.537,46","35.749,86","584,32M","-2,15%"
"12.06.2024","36.583,60","36.241,72","36.611,58","36.190,48","601,48M","1,43%"
"11.06.2024","36.069,04","36.843,81","36.864,73","35.933,79","610,04M","-1,91%"
"10.06.2024","36.770,97","36.648,46","36.770,97","36.459,91","447,69M","-0,31%"
"07.06.2024","36.884,93","37.191,58","37.191,58","36.681,01","410,16M","-0,46%"
"06.06.2024","37.056,48","36.920,89","37.083,17","36.735,43","524,63M","0,89%"
"05.06.2024","36.729,47","36.640,72","36.954,49","36.608,72","510,80M","0,68%"
"04.06.2024","36.481,95","36.826,48","36.826,48","36.370,31","611,04M","-1,09%"
"03.06.2024","36.883,73","37.023,20","37.076,18","36.825,20","909,19M","0,49%"
"31.05.2024","36.703,78","36.741,62","36.757,47","36.528,73","1,12B","0,11%"
"30.05.2024","36.663,03","36.203,84","36.685,95","36.203,84","1,26B","0,90%"
"29.05.2024","36.336,56","36.825,53","36.857,08","36.269,70","507,57M","-1,49%"
"28.05.2024","36.888,03","37.098,44","37.110,54","36.766,49","443,63M","-0,29%"
"27.05.2024","36.993,81","36.702,72","36.993,81","36.665,80","408,52M","0,82%"
"24.05.2024","36.694,20","36.438,56","36.730,05","36.244,52","596,12M","0,07%"
"23.05.2024","36.669,67","36.723,97","36.861,07","36.590,24","672,83M","0,01%"
"22.05.2024","36.666,97","36.761,42","36.778,34","36.606,45","535,17M","-0,38%"
"21.05.2024","36.805,98","36.922,08","36.922,08","36.562,57","581,46M","-0,62%"
"20.05.2024","37.036,09","37.232,33","37.321,49","37.019,07","612,07M","-1,55%"
"17.05.2024","37.618,10","37.625,78","37.672,53","37.547,64","671,17M","-0,04%"
"16.05.2024","37.632,20","37.632,78","37.697,40","37.543,23","566,33M","0,10%"
"15.05.2024","37.595,57","37.519,79","37.600,47","37.400,58","822,79M","0,60%"
"14.05.2024","37.371,55","37.017,53","37.406,77","37.009,82","780,32M","0,94%"
"13.05.2024","37.022,01","36.864,26","37.046,50","36.840,16","588,23M","0,43%"
"10.05.2024","36.862,45","36.746,58","36.955,71","36.741,71","586,61M","0,80%"
"09.05.2024","36.569,07","36.425,06","36.569,07","36.210,77","540,36M","0,50%"
"08.05.2024","36.388,15","36.518,78","36.528,26","36.208,02","515,08M","-0,26%"
"07.05.2024","36.481,54","36.397,62","36.607,75","36.285,02","531,02M","0,78%"
"06.05.2024","36.199,53","35.979,41","36.260,93","35.898,91","390,08M","1,02%"
"03.05.2024","35.832,75","36.088,99","36.134,51","35.769,07","723,39M","-0,27%"
"02.05.2024","35.930,73","35.960,63","36.180,51","35.890,27","541,09M","-0,03%"
"30.04.2024","35.940,40","36.526,40","36.550,47","35.938,94","528,14M","-1,53%"
"29.04.2024","36.497,44","36.566,84","36.593,76","36.371,57","499,81M","0,22%"
"26.04.2024","36.417,53","36.323,87","36.520,21","36.195,24","486,23M","0,97%"
"25.04.2024","36.068,21","36.340,24","36.456,01","35.857,42","481,04M","-0,93%"
"24.04.2024","36.405,64","36.643,18","36.656,03","36.326,80","601,89M","-0,25%"
"23.04.2024","36.496,29","35.985,43","36.511,20","35.977,20","961,06M","1,87%"
"22.04.2024","35.827,16","35.817,89","35.929,22","35.541,41","539,73M","-0,54%"
"19.04.2024","36.022,62","35.711,34","36.036,59","35.566,34","554,24M","0,04%"
"18.04.2024","36.008,03","35.863,32","36.008,03","35.691,34","518,09M","0,71%"
"17.04.2024","35.755,00","35.558,45","35.949,15","35.518,33","474,60M","0,65%"
"16.04.2024","35.524,88","35.562,36","35.735,63","35.439,00","518,03M","-1,62%"
