"Data","Ultimo","Apertura","Massimo","Minimo","Vol.","Var. %"
"15.04.2024","36.110,68","36.131,08","36.453,09","36.049,04","527,42M","0,53%"
"12.04.2024","35.921,41","36.178,52","36.320,28","35.799,99","524,46M","0,10%"
"11.04.2024","35.887,27","36.204,60","36.290,14","35.692,68","554,78M","-0,92%"
"10.04.2024","36.222,07","36.345,93","36.436,75","35.884,01","696,99M","0,23%"
"09.04.2024","36.138,41","36.487,86","36.487,86","36.069,21","568,65M","-1,07%"
"08.04.2024","36.527,45","36.233,21","36.527,66","36.208,62","462,26M","0,86%"
"05.04.2024","36.214,23","36.254,17","36.258,11","36.003,04","606,93M","-1,24%"
"04.04.2024","36.669,30","36.690,40","36.791,14","36.623,95","590,02M","-0,05%"
"03.04.2024","36.688,57","36.577,47","36.688,57","36.461,79","668,45M","0,49%"
"02.04.2024","36.508,69","37.042,73","37.126,24","36.508,69","668,14M","-1,22%"
"28.03.2024","36.960,87","37.027,15","37.076,27","36.942,55","562,99M","-0,03%"
"27.03.2024","36.973,68","36.900,09","37.035,48","36.866,55","730,22M","0,23%"
"26.03.2024","36.888,79","36.870,79","36.993,37","36.852,87","696,13M","0,16%"
"25.03.2024","36.831,25","36.577,64","36.858,46","36.577,64","663,99M","0,80%"
"22.03.2024","36.537,26","36.386,85","36.582,30","36.364,49","811,93M","0,07%"
"21.03.2024","36.512,23","36.760,95","36.762,52","36.476,30","765,74M","0,17%"
"20.03.2024","36.450,04","36.399,70","36.460,15","36.329,00","764,60M","0,10%"
"19.03.2024","36.414,57","36.093,22","36.418,80","36.023,47","554,75M","0,88%"
"18.03.2024","36.096,92","36.155,36","36.300,37","36.016,19","621,21M","0,02%"
"15.03.2024","36.089,08","35.934,63","36.190,60","35.909,28","1,42B","0,43%"
"14.03.2024","35.934,73","36.106,38","36.177,01","35.883,26","1,05B","-0,29%"
"13.03.2024","36.040,33","35.959,55","36.162,64","35.931,04","965,10M","0,39%"
"12.03.2024","35.900,83","35.547,12","35.925,61","35.468,87","1,05B","1,31%"
"11.03.2024","35.435,55","35.311,68","35.444,58","35.239,72","1,58B","-0,29%"
"08.03.2024","35.537,23","35.604,58","35.652,41","35.528,22","1,76B","-0,06%"
"07.03.2024","35.557,17","35.407,33","35.626,99","35.328,45","2,59B","0,17%"
"06.03.2024","35.496,91","35.261,39","35.529,01","35.260,10","831,74M","0,67%"
"05.03.2024","35.259,82","34.995,45","35.304,41","34.962,15","690,72M","0,63%"
"04.03.2024","35.038,10","35.028,14","35.073,26","34.943,53","593,18M","-0,04%"
"01.03.2024","35.051,53","34.892,98","35.081,61","34.863,46","844,26M","1,02%"
"29.02.2024","34.696,29","34.760,78","34.909,90","34.696,29","993,96M","-0,13%"
"28.02.2024","34.741,13","34.788,99","34.789,20","34.678,25","484,36M","-0,31%"
"27.02.2024","34.850,49","34.720,75","34.864,41","34.643,98","557,49M","0,40%"
"26.02.2024","34.710,99","34.833,18","34.853,16","34.696,69","560,71M","-0,36%"
"23.02.2024","34.837,80","34.573,43","34.841,81","34.573,43","587,07M","1,00%"
"22.02.2024","34.493,37","34.432,66","34.612,92","34.325,13","669,59M","1,03%"
"21.02.2024","34.142,97","33.879,97","34.151,23","33.870,91","501,84M","0,94%"
"20.02.2024","33.823,43","33.781,43","33.902,43","33.744,89","470,00M","0,04%"
"19.02.2024","33.809,75","33.793,90","33.842,15","33.711,52","699,69M","-0,16%"
"16.02.2024","33.864,45","33.995,28","34.069,10","33.829,08","614,80M","0,17%"
"15.02.2024","33.807,41","33.618,06","33.811,16","33.618,06","622,63M","1,03%"
"14.02.2024","33.462,01","33.252,52","33.507,96","33.221,41","577,38M","0,61%"
"13.02.2024","33.257,64","33.615,51","33.615,51","33.216,75","558,94M","-1,02%"
"12.02.2024","33.599,54","33.441,82","33.610,64","33.408,92","588,66M","0,96%"
"09.02.2024","33.279,93","33.251,52","33.347,59","33.180,69","556,84M","0,24%"
"08.02.2024","33.199,22","33.223,81","33.322,72","33.137,05","532,41M","0,24%"
"07.02.2024","33.118,97","33.323,58","33.361,31","33.086,71","632,76M","-0,43%"
"06.02.2024","33.261,15","33.274,80","33.300,18","33.110,59","653,91M","0,54%"
"05.02.2024","33.081,25","32.939,83","33.227,31","32.924,18","660,26M","0,66%"
"02.02.2024","32.864,55","33.049,08","33.075,55","32.831,90","580,01M","0,07%"
"01.02.2024","32.841,12","32.809,29","33.028,22","32.713,08","579,45M","-0,23%"
"31.01.2024","32.917,53","32.835,85","33.092,58","32.787,95","684,30M","0,40%"
"30.01.2024","32.787,15","32.541,77","32.800,25","32.402,48","858,45M","1,19%"
"29.01.2024","32.401,61","32.566,54","32.577,09","32.259,32","536,69M","-0,47%"
"26.01.2024","32.555,41","32.377,16","32.596,79","32.336,02","486,93M","0,69%"
"25.01.2024","32.331,28","32.362,08","32.409,32","32.149,17","515,35M","-0,48%"
"24.01.2024","32.485,62","32.334,54","32.485,62","32.272,56","547,70M","0,86%"
"23.01.2024","32.209,20","32.406,10","32.410,26","32.073,41","499,44M","-0,28%"
"22.01.2024","32.298,53","32.484,04","32.551,92","32.193,14","488,53M","-0,20%"
"19.01.2024","32.362,30","32.622,23","32.622,23","32.314,88","505,26M","-0,22%"
"18.01.2024","32.434,97","32.237,25","32.547,91","32.168,13","611,09M","0,75%"
"17.01.2024","32.192,59","32.208,86","32.265,20","32.006,16","716,17M","-0,76%"
"16.01.2024","32.440,65","32.243,90","32.445,32","32.090,86","490,27M","0,03%"
"15.01.2024","32.430,49","32.635,28","32.640,09","32.371,38","418,70M","-0,46%"
"12.01.2024","32.579,92","32.487,90","32.697,88","32.473,71","470,45M","0,75%"
"11.01.2024","32.335,84","32.711,56","32.828,39","32.335,84","504,82M","-0,66%"
"10.01.2024","32.550,76","32.586,47","32.680,24","32.430,01","481,56M","0,08%"
"09.01.2024","32.523,34","32.719,90","32.753,45","32.422,91","501,91M","-0,45%"
"08.01.2024","32.669,77","32.452,63","32.670,02","32.258,82","453,16M","0,48%"
"05.01.2024","32.512,16","32.294,52","32.589,16","32.202,91","573,36M","0,09%"
"04.01.2024","32.484,29","32.237,83","32.489,67","32.194,96","615,00M","1,00%"
"03.01.2024","32.162,16","32.630,15","32.666,22","32.072,86","624,86M","-1,45%"
"02.01.2024","32.634,01","32.651,16","32.999,11","32.434,34","607,46M","0,48%"
"29.12.2023","32.479,11","32.508,51","32.613,90","32.445,00","371,89M","0,05%"
"28.12.2023","32.463,42","32.642,32","32.660,68","32.460,28","358,94M","-0,28%"
"27.12.2023","32.556,14","32.537,02","32.647,42","32.451,18","443,44M","0,27%"
"22.12.2023","32.470,04","32.380,33","32.506,29","32.319,81","566,08M","0,26%"
"21.12.2023","32.384,39","32.317,33","32.408,32","32.246,36","533,28M","-0,25%"
"20.12.2023","32.466,58","32.546,35","32.554,30","32.290,32","788,71M","0,04%"
"19.12.2023","32.453,44","32.304,51","32.469,52","32.274,95","583,20M","0,52%"
"18.12.2023","32.283,98","32.341,20","32.406,51","32.248,00","587,01M","-0,49%"
"15.12.2023","32.442,02","32.563,79","32.661,04","32.362,66","1,17B","0,09%"
"14.12.2023","32.413,83","32.601,73","32.666,19","32.196,10","948,55M","0,42%"
"13.12.2023","32.277,05","32.338,73","32.448,35","32.277,05","548,93M","-0,15%"
"12.12.2023","32.325,89","32.492,76","32.560,59","32.325,89","524,52M","-0,27%"
"11.12.2023","32.414,07","32.404,12","32.451,35","32.288,50","399,94M","0,07%"
"08.12.2023","32.390,28","32.113,09","32.413,23","32.024,37","397,25M","0,93%"
"07.12.2023","32.091,45","32.259,31","32.297,87","32.022,28","523,32M","-0,62%"
"06.12.2023","32.292,52","32.169,05","32.417,69","32.099,75","506,70M","0,80%"
"05.12.2023","32.037,29","31.847,76","32.045,87","31.836,98","499,22M","0,57%"
"04.12.2023","31.857,21","31.892,00","31.938,09","31.794,31","509,26M","-0,12%"
"01.12.2023","31.894,25","31.798,91","31.910,98","31.718,03","467,18M","0,63%"
"30.11.2023","31.694,09","31.752,82","31.830,93","31.594,82","966,18M","0,16%"
"29.11.2023","31.644,51","31.365,94","31.687,55","31.363,59","655,63M","1,00%"
"28.11.2023","31.331,88","31.265,22","31.331,88","31.123,57","363,27M","0,13%"
"27.11.2023","31.290,74","31.383,60","31.429,09","31.214,27","450,27M","-0,31%"
"24.11.2023","31.388,17","31.224,74","31.395,88","31.135,73","351,77M","0,66%"
"23.11.2023","31.182,27","31.174,15","31.222,17","31.031,00","320,30M","0,24%"
"22.11.2023","31.107,00","31.188,45","31.322,08","31.050,18","352,83M","0,02%"
"21.11.2023","31.100,53","31.466,85","31.500,53","31.100,53","526,26M","-1,27%"
"20.11.2023","31.500,77","31.409,84","31.534,66","31.380,25","445,71M","0,17%"
"17.11.2023","31.447,02","31.252,75","31.500,36","31.252,75","510,24M","0,82%"
"16.11.2023","31.190,28","31.410,49","31.521,99","31.190,28","533,84M","-0,74%"
"15.11.2023","31.423,53","31.345,68","31.541,82","31.340,93","567,52M","0,37%"
"14.11.2023","31.307,35","30.930,85","31.370,20","30.896,71","650,86M","1,51%"
"13.11.2023","30.840,46","30.539,61","30.840,46","30.539,61","594,40M","1,40%"
"10.11.2023","30.414,14","30.471,55","30.492,82","30.292,31","429,82M","-0,52%"
"09.11.2023","30.572,34","30.336,87","30.620,56","30.275,55","496,78M","0,81%"
"08.11.2023","30.326,27","30.200,16","30.541,34","30.063,49","478,28M","0,20%"
"07.11.2023","30.264,46","30.330,07","30.556,28","30.198,30","418,86M","-0,62%"
"06.11.2023","30.451,86","30.676,52","30.688,21","30.406,77","792,94M","-0,35%"
"03.11.2023","30.560,00","30.461,17","30.622,35","30.372,04","655,72M","0,78%"
"02.11.2023","30.324,68","30.007,94","30.422,43","29.989,86","625,67M","1,84%"
"01.11.2023","29.777,94","29.624,42","29.865,59","29.450,12","494,45M","0,87%"
"31.10.2023","29.520,91","29.192,93","29.566,57","29.157,93","523,62M","1,46%"
"30.10.2023","29.095,97","29.150,81","29.319,65","29.063,09","547,74M","0,23%"
"27.10.2023","29.028,64","29.375,77","29.441,71","28.967,48","440,41M","-0,72%"
"26.10.2023","29.238,32","28.988,45","29.323,11","28.823,96","681,33M","0,21%"
"25.10.2023","29.176,34","29.270,90","29.288,19","28.982,29","647,43M","-0,59%"
"24.10.2023","29.348,32","29.351,86","29.457,10","29.070,11","533,43M","0,05%"
"23.10.2023","29.332,43","29.235,65","29.372,12","28.962,43","594,23M","0,67%"
"20.10.2023","29.137,96","29.367,67","29.431,28","29.128,18","551,87M","-1,39%"
"19.10.2023","29.547,21","29.801,08","29.801,08","29.515,78","457,78M","-1,23%"
"18.10.2023","29.914,41","30.154,41","30.307,61","29.885,29","698,86M","-0,85%"
"17.10.2023","30.170,68","30.154,18","30.326,93","29.933,18","666,00M","-0,06%"
"16.10.2023","30.187,91","30.135,34","30.263,51","29.862,83","1,01B","0,49%"
"13.10.2023","30.040,05","30.273,46","30.365,08","30.013,94","656,13M","-0,97%"
"12.10.2023","30.333,53","30.423,74","30.605,35","30.295,18","524,75M","0,25%"
"11.10.2023","30.256,89","30.003,07","30.426,23","30.003,07","519,06M","0,31%"
"10.10.2023","30.164,07","29.760,64","30.208,04","29.760,64","584,42M","2,27%"
"09.10.2023","29.494,45","29.543,37","29.660,78","29.287,96","590,06M","-0,52%"
"06.10.2023","29.649,13","29.439,51","29.674,52","29.263,16","820,39M","1,12%"
"05.10.2023","29.320,68","29.353,81","29.463,10","29.156,62","550,93M","0,18%"
"04.10.2023","29.268,12","29.185,73","29.420,14","28.974,45","513,62M","-0,19%"
"03.10.2023","29.324,74","29.568,35","29.804,76","29.288,60","493,01M","-1,30%"
"02.10.2023","29.711,43","30.107,15","30.174,50","29.637,58","457,03M","-1,31%"
"29.09.2023","30.107,15","30.155,36","30.380,61","30.049,53","455,53M","0,38%"
"28.09.2023","29.993,94","29.849,60","30.009,62","29.641,64","602,76M","0,53%"
"27.09.2023","29.837,16","29.928,06","30.047,63","29.755,63","423,03M","-0,27%"
"26.09.2023","29.918,23","30.116,32","30.124,03","29.827,58","462,25M","-1,03%"
"25.09.2023","30.230,58","30.407,31","30.555,28","29.965,11","541,85M","-0,75%"
"22.09.2023","30.458,24","30.418,25","30.582,08","30.363,47","608,21M","-0,45%"
"21.09.2023","30.596,00","30.904,67","30.980,20","30.541,14","621,96M","-1,75%"
"20.09.2023","31.141,09","30.705,02","31.191,21","30.677,81","832,16M","1,53%"
"19.09.2023","30.671,72","30.445,30","30.715,30","30.426,61","571,17M","0,56%"
"18.09.2023","30.502,30","30.816,03","30.851,91","30.411,77","457,87M","-1,07%"
"15.09.2023","30.832,65","31.001,17","31.074,50","30.786,91","854,51M","0,05%"
"14.09.2023","30.817,79","30.367,64","30.863,20","30.252,48","685,31M","1,26%"
"13.09.2023","30.435,04","30.457,58","30.521,06","30.186,97","474,64M","-0,34%"
"12.09.2023","30.539,61","30.562,69","30.562,73","30.381,18","469,22M","0,14%"
"11.09.2023","30.496,45","30.408,94","30.522,74","30.323,30","564,17M","0,95%"
"08.09.2023","30.208,63","30.246,81","30.290,21","29.834,17","489,02M","0,25%"
"07.09.2023","30.134,62","30.085,65","30.289,11","29.989,10","445,42M","-0,20%"
"06.09.2023","30.194,81","30.568,58","30.647,96","30.194,80","594,82M","-1,53%"
"05.09.2023","30.664,17","30.543,51","30.761,06","30.471,64","425,57M","-0,02%"
"04.09.2023","30.671,07","30.834,57","30.927,93","30.631,58","602,99M","-0,02%"
"01.09.2023","30.676,29","30.849,42","30.986,85","30.654,05","487,49M","-0,61%"
"31.08.2023","30.864,93","30.957,80","31.072,62","30.864,84","597,92M","-0,23%"
"30.08.2023","30.934,78","30.981,77","31.125,64","30.868,79","448,14M","0,12%"
"29.08.2023","30.897,19","30.618,47","30.897,19","30.596,76","571,45M","1,19%"
"28.08.2023","30.534,32","30.397,96","30.608,87","30.360,00","434,03M","1,21%"
"25.08.2023","30.170,63","30.005,21","30.385,84","30.005,21","277,91M","0,45%"
"24.08.2023","30.036,90","30.459,57","30.518,30","30.036,90","330,06M","-0,55%"
"23.08.2023","30.203,17","30.244,89","30.359,38","30.104,17","319,20M","0,21%"
"22.08.2023","30.141,19","30.120,24","30.300,54","30.027,34","305,14M","0,60%"
"21.08.2023","29.962,34","29.838,76","30.226,63","29.838,76","384,20M","0,71%"
"18.08.2023","29.751,03","29.779,29","29.796,37","29.544,81","345,39M","-0,43%"
"17.08.2023","29.879,66","30.068,85","30.176,56","29.852,42","333,84M","-1,05%"
"16.08.2023","30.195,48","30.078,29","30.425,39","30.056,04","397,49M","-0,83%"
"14.08.2023","30.449,52","30.227,48","30.521,10","30.210,61","457,59M","0,54%"
"11.08.2023","30.287,14","30.456,61","30.492,78","30.253,90","648,26M","-1,00%"
"10.08.2023","30.593,45","30.483,67","30.700,59","30.452,53","698,44M","0,94%"
"09.08.2023","30.308,14","30.329,16","30.527,89","30.227,57","658,20M","1,24%"
"08.08.2023","29.936,73","30.367,02","30.425,13","29.764,36","890,56M","-2,01%"
"07.08.2023","30.549,80","30.574,20","30.702,73","30.337,28","363,64M","-0,19%"
"04.08.2023","30.606,53","30.778,76","30.814,47","30.505,71","445,44M","-0,37%"
"03.08.2023","30.720,81","30.844,71","30.847,50","30.481,45","566,38M","-0,89%"
"02.08.2023","30.996,67","31.046,53","31.210,75","30.818,70","458,15M","-1,21%"
"01.08.2023","31.375,26","31.675,61","31.781,20","31.292,86","554,28M","-0,96%"
"31.07.2023","31.678,51","31.542,24","31.740,39","31.526,64","547,39M","0,47%"
"28.07.2023","31.530,12","31.579,92","31.619,91","31.466,93","543,20M","-0,29%"
"27.07.2023","31.621,74","31.110,68","31.621,74","31.056,98","596,13M","2,07%"
"26.07.2023","30.980,56","31.101,11","31.143,61","30.773,86","470,43M","0,02%"
"25.07.2023","30.974,67","31.006,19","31.006,19","30.848,80","351,61M","0,16%"
"24.07.2023","30.925,42","30.695,84","30.927,80","30.667,65","357,41M","0,21%"
"21.07.2023","30.861,49","30.818,25","30.931,77","30.814,89","373,76M","0,10%"
"20.07.2023","30.829,55","30.663,71","30.880,17","30.663,71","428,86M","0,28%"
"19.07.2023","30.742,58","30.825,05","30.924,81","30.659,55","396,44M","0,05%"
"18.07.2023","30.726,79","30.628,38","30.743,54","30.554,91","314,42M","0,33%"
"17.07.2023","30.624,90","30.584,81","30.760,09","30.544,95","304,39M","-0,29%"
"14.07.2023","30.713,58","30.814,00","30.881,28","30.677,34","433,75M","-0,37%"
"13.07.2023","30.827,66","30.644,97","30.936,28","30.644,97","476,15M","0,69%"
"12.07.2023","30.615,08","30.238,59","30.660,04","30.222,40","511,25M","1,67%"
"11.07.2023","30.112,10","30.023,68","30.161,70","29.889,32","336,67M","0,65%"
"10.07.2023","29.916,17","29.751,55","30.033,29","29.660,05","319,81M","0,33%"
"07.07.2023","29.817,72","29.549,56","29.825,75","29.399,98","398,89M","0,99%"
"06.07.2023","29.524,98","30.036,37","30.082,23","29.443,99","547,35M","-2,47%"
"05.07.2023","30.271,57","30.327,68","30.459,91","30.240,22","444,29M","-0,56%"
"04.07.2023","30.440,79","30.551,03","30.601,98","30.440,62","418,20M","-0,19%"
"03.07.2023","30.498,46","30.444,09","30.598,60","30.438,06","457,66M","0,66%"
"30.06.2023","30.297,19","30.128,87","30.373,92","30.103,06","505,12M","1,06%"
"29.06.2023","29.980,29","29.722,28","30.013,32","29.703,18","447,31M","0,97%"
"28.06.2023","29.692,88","29.597,81","29.696,23","29.469,76","411,21M","0,86%"
"27.06.2023","29.440,81","29.445,97","29.487,34","29.217,92","407,20M","0,53%"
"26.06.2023","29.286,33","29.295,61","29.369,09","28.912,22","430,59M","0,05%"
"23.06.2023","29.272,47","29.333,08","29.391,28","29.174,95","445,66M","-0,70%"
"22.06.2023","29.479,97","29.434,14","29.575,50","29.152,45","579,86M","-0,70%"
"21.06.2023","29.687,10","29.694,40","29.820,34","29.641,49","415,54M","0,02%"
"20.06.2023","29.679,83","29.773,06","29.933,51","29.679,83","418,94M","-0,64%"
"19.06.2023","29.870,69","29.864,38","30.024,43","29.824,33","386,19M","-0,47%"
"16.06.2023","30.012,26","29.897,62","30.116,23","29.833,14","805,22M","0,48%"
"15.06.2023","29.870,14","29.883,19","29.942,53","29.686,29","449,06M","-0,34%"
"14.06.2023","29.971,11","29.749,18","30.130,24","29.736,76","602,81M","0,80%"
"13.06.2023","29.733,51","29.664,02","29.781,96","29.506,96","399,93M","0,60%"
"12.06.2023","29.557,50","29.390,25","29.607,42","29.360,12","476,22M","0,94%"
"09.06.2023","29.282,40","29.397,36","29.475,56","29.205,21","425,52M","-0,36%"
"08.06.2023","29.387,40","29.164,40","29.490,69","29.106,39","484,35M","0,77%"
"07.06.2023","29.162,07","29.119,37","29.162,07","28.875,79","419,12M","0,08%"
"06.06.2023","29.138,35","28.891,59","29.138,35","28.788,85","406,03M","0,62%"
"05.06.2023","28.958,54","29.224,58","29.224,58","28.826,84","383,90M","-0,77%"
"02.06.2023","29.182,78","28.839,48","29.219,48","28.730,48","382,55M","1,82%"
"01.06.2023","28.661,57","28.368,07","28.668,53","28.368,07","411,52M","1,89%"
"31.05.2023","28.128,77","28.462,22","28.611,21","28.075,15","935,39M","-1,83%"
"30.05.2023","28.654,48","28.665,41","28.899,18","28.599,12","370,79M","-0,18%"
"29.05.2023","28.706,96","28.974,80","28.975,12","28.589,51","311,70M","-0,37%"
"26.05.2023","28.812,17","28.589,02","28.859,50","28.253,04","515,17M","1,15%"
"25.05.2023","28.486,00","28.649,65","28.649,65","28.352,29","443,45M","-0,38%"
"24.05.2023","28.593,98","29.089,02","29.089,02","28.536,89","526,11M","-2,36%"
"23.05.2023","29.286,29","29.379,88","29.442,48","29.243,28","337,02M","-0,50%"
"22.05.2023","29.434,75","29.378,23","29.609,82","29.309,20","405,83M","-0,78%"
"19.05.2023","29.664,81","29.476,22","29.813,93","29.449,97","493,72M","1,01%"
"18.05.2023","29.367,67","29.533,49","29.730,13","29.367,67","478,47M","0,14%"
"17.05.2023","29.326,14","29.194,85","29.368,88","29.063,40","369,56M","-0,03%"
"16.05.2023","29.335,71","29.320,13","29.499,17","29.241,26","507,52M","-0,16%"
"15.05.2023","29.383,16","29.591,57","29.626,57","29.308,45","362,53M","-0,34%"
"12.05.2023","29.482,74","29.387,13","29.560,65","29.347,05","389,64M","0,85%"
"11.05.2023","29.233,10","29.453,05","29.502,30","29.023,76","530,78M","-0,54%"
"10.05.2023","29.391,97","29.588,35","29.627,37","29.303,52","640,43M","-0,48%"
"09.05.2023","29.532,80","29.606,25","29.641,35","29.347,34","412,54M","-0,20%"
"08.05.2023","29.593,05","29.533,94","29.632,99","29.478,53","405,40M","0,28%"
"05.05.2023","29.509,83","29.007,11","29.512,64","28.959,70","594,09M","2,45%"
"04.05.2023","28.805,36","28.913,56","28.935,87","28.627,85","458,06M","-0,62%"
"03.05.2023","28.985,78","28.927,38","29.160,43","28.921,22","513,11M","0,71%"
"02.05.2023","28.782,16","29.337,36","29.514,08","28.764,48","463,44M","-1,59%"
"28.04.2023","29.248,28","29.416,08","29.444,94","28.839,84","506,61M","-0,25%"
"27.04.2023","29.322,88","29.268,34","29.385,93","29.165,20","419,81M","0,21%"
"26.04.2023","29.262,51","29.254,85","29.318,26","28.995,88","512,65M","-0,51%"
"25.04.2023","29.412,88","29.564,75","29.564,75","29.328,35","431,14M","-1,00%"
"24.04.2023","29.708,85","29.586,33","29.769,72","29.557,42","448,12M","-0,73%"
"21.04.2023","29.927,63","29.795,71","29.937,01","29.642,45","773,13M","0,43%"
"20.04.2023","29.800,44","30.108,30","30.120,65","29.731,08","681,51M","-1,07%"
"19.04.2023","30.122,07","30.072,27","30.214,88","29.991,83","805,49M","0,10%"
"18.04.2023","30.092,22","30.049,34","30.211,97","29.927,49","440,81M","0,67%"
"17.04.2023","29.892,93","30.152,38","30.328,30","29.892,93","438,09M","-0,61%"
"14.04.2023","30.076,18","29.941,87","30.138,61","29.902,73","486,69M","0,83%"
"13.04.2023","29.829,25","29.871,53","29.890,18","29.699,72","454,59M","0,07%"
"12.04.2023","29.808,73","29.721,43","30.140,43","29.706,31","470,61M","0,32%"
"11.04.2023","29.712,86","29.625,09","29.712,86","29.544,55","439,13M","1,08%"
"06.04.2023","29.396,37","29.148,81","29.406,02","29.142,75","411,13M","1,17%"
"05.04.2023","29.057,40","29.220,45","29.281,44","28.968,07","458,31M","-0,57%"
"04.04.2023","29.223,34","29.456,46","29.557,66","29.208,20","506,00M","-0,55%"
"03.04.2023","29.384,15","29.387,96","29.516,89","29.356,09","499,61M","0,24%"
"31.03.2023","29.313,11","29.234,45","29.388,77","29.075,30","443,23M","0,33%"
"30.03.2023","29.216,73","29.061,54","29.299,75","29.039,88","433,17M","1,09%"
"29.03.2023","28.901,55","28.595,32","28.901,55","28.552,42","423,02M","1,56%"
"28.03.2023","28.458,63","28.630,40","28.643,38","28.285,71","398,39M","0,41%"
"27.03.2023","28.343,78","28.431,57","28.496,20","28.144,10","367,85M","1,09%"
"24.03.2023","28.037,03","28.469,97","28.486,76","27.856,80","623,70M","-2,16%"
"23.03.2023","28.655,61","28.615,94","28.774,33","28.406,93","486,49M","-0,11%"
"22.03.2023","28.686,08","28.713,52","28.849,62","28.623,57","447,63M","-0,20%"
"21.03.2023","28.742,35","28.355,37","28.892,06","28.342,76","654,55M","2,45%"
"20.03.2023","28.053,83","27.357,40","28.158,99","26.825,26","838,87M","1,62%"
"17.03.2023","27.606,44","28.305,06","28.531,68","27.445,91","1,22B","-1,64%"
"16.03.2023","28.066,39","28.120,01","28.318,88","27.434,53","774,11M","1,40%"
"15.03.2023","27.679,15","28.874,50","29.033,76","27.635,58","946,23M","-4,48%"
"14.03.2023","28.977,45","28.338,74","29.020,07","28.231,68","674,98M","2,32%"
"13.03.2023","28.320,66","29.395,45","29.395,45","28.108,15","1,05B","-3,94%"
"10.03.2023","29.481,05","29.352,38","29.522,43","29.182,87","605,52M","-1,54%"
"09.03.2023","29.940,80","30.166,25","30.193,84","29.787,75","497,97M","-0,72%"
